Customer_ID,Customer_Name,Email,Phone,Gender,Age,City,State,Country,Pincode,Industry,Customer_Segment,Signup_Date,Last_Purchase_Date,Loyalty_Status,Validation_Status
CUST0054,Akash Deshmukh,akash.deshmukh29@outlook.com,6116152809,Male,38,Noida,Uttar Pradesh,India,201095,E-Commerce,Retail,2025-11-12,2026-05-23,Gold,Valid
CUST0055,Rekha Patel,rekha.patel23@outlook.com,9315851493,Female,36,Nagpur,Maharashtra,India,440081,Manufacturing,Wholesale,2025-10-20,2026-03-11,Platinum,Valid
CUST0056,Pranav Sharma,pranav.sharma53@outlook.com,7961201836,Male,29,Nagpur,Maharashtra,India,440068,E-Commerce,Corporate,2024-11-15,2025-10-13,Silver,Valid
CUST0057,Arjun Rao,arjun.rao96@gmail.com,9797643815,Male,28,Nagpur,Maharashtra,India,440024,Manufacturing,Corporate,2025-08-30,2026-05-06,Platinum,Valid
CUST0058,Sneha Kumar,sneha.kumar10@gmail.com,7445107622,Female,43,Indore,Madhya Pradesh,India,452078,Healthcare,Wholesale,2025-07-26,2026-01-23,Silver,Valid
CUST0059,Vikrant Saxena,vikrant.saxena68@gmail.com,9966416052,Male,65,Jaipur,Rajasthan,India,302098,IT Services,Corporate,2024-04-18,2024-12-23,Silver,Valid
CUST0060,Sunita Singh,sunita.singh53@outlook.com,6818835523,Female,51,Hyderabad,Telangana,India,500028,Corporate,Corporate,2025-09-08,2025-11-25,Silver,Valid
CUST0061,Sai Menon,sai.menon97@novakart.in,8527177449,Male,58,Mumbai,Maharashtra,India,400055,E-Commerce,Wholesale,2025-04-17,2025-12-04,Silver,Valid
CUST0062,Arjun Gupta,arjun.gupta88@gmail.com,6793597820,Male,36,Jaipur,Rajasthan,India,302023,Retail,Corporate,2025-05-31,2026-04-26,Platinum,Valid
CUST0063,Rahul Kumar,rahul.kumar77@novakart.in,8466590515,Male,63,Hyderabad,Telangana,India,500081,E-Commerce,Wholesale,2024-09-15,2026-05-25,Gold,Valid
CUST0064,Neeraj Reddy,neeraj.reddy49@outlook.com,9291486528,Male,55,Delhi,Delhi,India,110092,Healthcare,Wholesale,2025-01-05,2025-01-23,Gold,Valid
CUST0065,Ishita Nair,ishita.nair34@novakart.in,6418880592,Female,31,Indore,Madhya Pradesh,India,452029,Financial Services,Retail,2025-12-10,2026-06-25,Silver,Valid
CUST0066,Suresh Patel,suresh.patel66@yahoo.com,9383473597,Male,44,Jaipur,Rajasthan,India,302046,Healthcare,Corporate,2025-03-04,2025-05-25,Platinum,Valid
CUST0067,Kabir Saxena,kabir.saxena57@novakart.in,6412478261,Male,34,Ahmedabad,Gujarat,India,380067,IT Services,Corporate,2024-02-24,2025-04-04,Silver,Valid
CUST0068,Neha Singh,neha.singh50@gmail.com,8220472779,Female,23,Bengaluru,Karnataka,India,560020,Corporate,Retail,2024-06-02,2025-12-15,Gold,Valid
CUST0069,Meera Menon,meera.menon16@gmail.com,9117980893,Female,36,Chennai,Tamil Nadu,India,600047,Healthcare,Corporate,2024-12-27,2025-08-30,Silver,Valid
CUST0070,Pooja Bhat,pooja.bhat18@outlook.com,6670654051,Female,60,Lucknow,Uttar Pradesh,India,226040,Manufacturing,Wholesale,2024-04-16,2026-06-15,Platinum,Valid
CUST0071,Shreya Patel,shreya.patel97@yahoo.com,7217043030,Female,40,Noida,Uttar Pradesh,India,201049,Financial Services,Wholesale,2025-07-10,2026-03-09,Gold,Valid
CUST0072,Sneha Menon,sneha.menon16@outlook.com,6566765277,Female,59,Lucknow,Uttar Pradesh,India,226076,Manufacturing,Corporate,2025-03-10,2025-04-19,Silver,Valid
CUST0073,Priyanka Shah,priyanka.shah23@outlook.com,8796275705,Female,29,Nagpur,Maharashtra,India,440045,Retail,Wholesale,2025-11-18,2026-04-30,Silver,Valid
CUST0074,Anushka Banerjee,anushka.banerjee13@yahoo.com,9021355690,Female,69,Chennai,Tamil Nadu,India,600096,E-Commerce,Corporate,2025-03-30,2026-04-24,Gold,Valid
CUST0075,Kabir Banerjee,kabir.banerjee41@outlook.com,7786814473,Male,41,Mangaluru,Karnataka,India,575098,Retail,Corporate,2024-05-18,2024-08-01,Silver,Valid
CUST0076,Pooja Das,pooja.das97@gmail.com,8188442258,Female,63,Ahmedabad,Gujarat,India,380025,Corporate,Retail,2025-05-20,2025-06-02,Silver,Valid
CUST0077,Sonam Agarwal,sonam.agarwal88@yahoo.com,9786691251,Female,41,Jaipur,Rajasthan,India,302069,E-Commerce,Wholesale,2024-05-11,2025-11-26,Platinum,Valid
CUST0078,Kabir Deshmukh,kabir.deshmukh25@gmail.com,7535841438,Male,50,Mysuru,Karnataka,India,570026,Healthcare,Wholesale,2025-06-30,2025-08-16,Gold,Valid
CUST0079,Siddharth Nair,siddharth.nair82@outlook.com,6094396907,Male,60,Mangaluru,Karnataka,India,575092,Corporate,Corporate,2025-12-02,2026-03-15,Gold,Valid
CUST0080,Swati Reddy,swati.reddy63@novakart.in,7555625881,Female,62,Noida,Uttar Pradesh,India,201040,E-Commerce,Corporate,2025-04-05,2025-08-09,Silver,Valid
CUST0081,Dev Patel,dev.patel41@novakart.in,8953278774,Male,36,Kochi,Kerala,India,682012,Healthcare,Retail,2025-04-13,2025-08-14,Gold,Valid
CUST0082,Tarun Patel,tarun.patel46@novakart.in,9245650609,Male,21,Kolkata,West Bengal,India,700056,Retail,Wholesale,2025-01-30,2026-06-30,Gold,Valid
CUST0083,Smriti Chatterjee,smriti.chatterjee26@gmail.com,8852398680,Female,35,Mumbai,Maharashtra,India,400014,E-Commerce,Retail,2025-04-30,2026-01-20,Platinum,Valid
CUST0084,Shreya Chawla,shreya.chawla30@outlook.com,8958887947,Female,50,Bengaluru,Karnataka,India,560057,Retail,Corporate,2025-03-02,2025-12-25,Platinum,Valid
CUST0085,Rekha Saxena,rekha.saxena43@novakart.in,7097289623,Female,62,Mumbai,Maharashtra,India,400083,Corporate,Wholesale,2024-01-20,2025-04-15,Silver,Valid
CUST0086,Rashmi Rao,rashmi.rao74@novakart.in,6283857865,Female,44,Pune,Maharashtra,India,411068,Healthcare,Wholesale,2024-12-28,2025-09-24,Gold,Valid
CUST0087,Riya Kumar,riya.kumar48@yahoo.com,9575844198,Female,35,Indore,Madhya Pradesh,India,452060,E-Commerce,Corporate,2024-02-13,2024-12-03,Silver,Valid
CUST0088,Tarun Choudhury,tarun.choudhury37@novakart.in,8219933083,Male,46,Ahmedabad,Gujarat,India,380016,E-Commerce,Retail,2025-04-28,2025-06-18,Gold,Valid
CUST0089,Aarav Chatterjee,aarav.chatterjee71@novakart.in,8540193802,Male,28,Nagpur,Maharashtra,India,440032,Financial Services,Retail,2025-05-22,2025-08-25,Gold,Valid
CUST0090,Sneha Sharma,sneha.sharma52@gmail.com,9287431527,Female,37,Mysuru,Karnataka,India,570033,E-Commerce,Retail,2024-10-29,2026-06-02,Platinum,Valid
CUST0091,Sai Chawla,sai.chawla75@novakart.in,6227530463,Male,58,Jaipur,Rajasthan,India,302044,Healthcare,Corporate,2025-08-09,2025-08-14,Gold,Valid
CUST0092,Deepa Gupta,deepa.gupta69@gmail.com,8145933272,Female,62,Jaipur,Rajasthan,India,302087,Manufacturing,Corporate,2025-07-16,2026-03-14,Gold,Valid
CUST0093,Karthik Bhat,karthik.bhat77@gmail.com,6910883982,Male,66,Pune,Maharashtra,India,411051,Retail,Wholesale,2025-11-27,2026-01-18,Gold,Valid
CUST0094,Priya Das,priya.das68@gmail.com,6874064039,Female,50,Delhi,Delhi,India,110015,Manufacturing,Corporate,2024-03-06,2025-09-11,Gold,Valid
CUST0095,Aditya Choudhury,aditya.choudhury33@novakart.in,9567661825,Male,48,Hyderabad,Telangana,India,500032,Healthcare,Wholesale,2024-05-10,2026-05-25,Gold,Valid
CUST0096,Aarav Menon,aarav.menon96@novakart.in,9337524310,Male,19,Nagpur,Maharashtra,India,440088,Corporate,Retail,2024-03-09,2024-06-20,Silver,Valid
CUST0097,Suresh Chawla,suresh.chawla41@gmail.com,7830284395,Male,61,Noida,Uttar Pradesh,India,201040,Manufacturing,Corporate,2025-06-17,2025-10-08,Silver,Valid
CUST0098,Ishita Iyer,ishita.iyer90@yahoo.com,6568566246,Female,21,Pune,Maharashtra,India,411078,Financial Services,Corporate,2024-08-18,2025-06-21,Silver,Valid
CUST0099,Ramesh Choudhury,ramesh.choudhury81@novakart.in,8351751830,Male,21,Mysuru,Karnataka,India,570058,Healthcare,Wholesale,2024-02-10,2024-04-24,Platinum,Valid
CUST0100,Aniket Pillai,aniket.pillai48@outlook.com,7173936385,Male,31,Mangaluru,Karnataka,India,575058,Manufacturing,Corporate,2025-01-02,2025-11-13,Platinum,Valid
CUST0101,Anushka Banerjee,anushka.banerjee50@novakart.in,9093204899,Female,49,Nagpur,Maharashtra,India,440047,E-Commerce,Retail,2024-08-23,2025-09-15,Silver,Valid
CUST0102,Amit Chatterjee,amit.chatterjee42@outlook.com,9725228728,Male,59,Mumbai,Maharashtra,India,400077,Financial Services,Retail,2025-11-15,2025-11-27,Silver,Valid
CUST0103,Abhinav Rao,abhinav.rao11@yahoo.com,6997700886,Male,58,Bengaluru,Karnataka,India,560012,E-Commerce,Wholesale,2025-07-02,2025-11-25,Platinum,Valid
CUST0104,Rajesh Shah,rajesh.shah23@yahoo.com,7398454615,Male,62,Indore,Madhya Pradesh,India,452068,Manufacturing,Wholesale,2024-08-19,2025-06-22,Silver,Valid
CUST0105,Rahul Reddy,rahul.reddy17@novakart.in,6765918033,Male,43,Kochi,Kerala,India,682044,Manufacturing,Retail,2024-10-14,2026-04-23,Silver,Valid
CUST0107,Sneha Verma,sneha.verma53@gmail.com,9504773586,Female,45,Nagpur,Maharashtra,India,440033,Manufacturing,Wholesale,2025-01-24,2025-04-21,Platinum,Valid
CUST0108,Neha Nambiar,neha.nambiar58@yahoo.com,9551104754,Female,22,Hyderabad,Telangana,India,500026,IT Services,Retail,2025-04-04,2026-01-14,Silver,Valid
CUST0109,Meera Sharma,meera.sharma86@gmail.com,9046618398,Female,23,Pune,Maharashtra,India,411097,Corporate,Corporate,2024-10-02,2025-08-06,Silver,Valid
CUST0110,Divya Rao,divya.rao63@outlook.com,8437993712,Female,22,Mangaluru,Karnataka,India,575010,Financial Services,Corporate,2025-09-27,2026-04-09,Gold,Valid
CUST0111,Swati Mehta,swati.mehta48@yahoo.com,7752654793,Female,45,Noida,Uttar Pradesh,India,201058,E-Commerce,Corporate,2024-04-26,2025-11-24,Gold,Valid
CUST0112,Sai Bhat,sai.bhat36@novakart.in,6672434266,Male,67,Delhi,Delhi,India,110067,Healthcare,Wholesale,2025-02-14,2025-11-14,Gold,Valid
CUST0113,Sonam Patel,sonam.patel23@gmail.com,8290965610,Female,68,Hyderabad,Telangana,India,500043,Manufacturing,Retail,2025-06-15,2026-03-27,Platinum,Valid
CUST0114,Suresh Gupta,suresh.gupta54@yahoo.com,8611254573,Male,43,Coimbatore,Tamil Nadu,India,641071,Retail,Corporate,2025-03-24,2026-03-28,Gold,Valid
CUST0115,Tanvi Reddy,tanvi.reddy12@gmail.com,7382825867,Female,37,Ahmedabad,Gujarat,India,380061,Corporate,Wholesale,2025-10-17,2026-05-26,Silver,Valid
CUST0116,Ananya Hegde,ananya.hegde85@novakart.in,7341918255,Female,57,Kolkata,West Bengal,India,700068,Manufacturing,Retail,2025-05-16,2026-02-10,Gold,Valid
CUST0117,Priyanka Singh,priyanka.singh54@gmail.com,7499125134,Female,57,Hyderabad,Telangana,India,500033,Corporate,Corporate,2025-06-07,2025-12-22,Platinum,Valid
CUST0118,Priyanka Rao,priyanka.rao72@yahoo.com,7827422579,Female,54,Mumbai,Maharashtra,India,400055,Corporate,Retail,2024-07-18,2025-08-15,Gold,Valid
CUST0119,Rashmi Bhat,rashmi.bhat72@novakart.in,7404384279,Female,49,Kochi,Kerala,India,682080,Healthcare,Wholesale,2024-04-26,2025-01-25,Silver,Valid
CUST0120,Sonam Shah,sonam.shah79@novakart.in,7407451713,Female,66,Kolkata,West Bengal,India,700085,Financial Services,Wholesale,2025-12-28,2026-06-02,Gold,Valid
CUST0121,Pooja Chawla,pooja.chawla17@yahoo.com,7544948126,Female,26,Mumbai,Maharashtra,India,400045,Manufacturing,Wholesale,2024-05-15,2025-01-25,Silver,Valid
CUST0122,Akash Shah,akash.shah72@novakart.in,9671168457,Male,33,Kochi,Kerala,India,682051,Financial Services,Wholesale,2024-04-05,2026-04-23,Silver,Valid
CUST0123,Deepa Bhat,deepa.bhat78@gmail.com,7745458929,Female,62,Kochi,Kerala,India,682053,Retail,Wholesale,2024-04-11,2026-01-12,Silver,Valid
CUST0124,Ananya Verma,ananya.verma64@gmail.com,7424154152,Female,28,Mumbai,Maharashtra,India,400060,Manufacturing,Wholesale,2025-12-17,2026-06-28,Gold,Valid
CUST0125,Ganesh Malhotra,ganesh.malhotra37@gmail.com,7870051627,Male,23,Delhi,Delhi,India,110039,Manufacturing,Corporate,2024-04-14,2024-07-28,Silver,Valid
CUST0126,Anushka Das,anushka.das92@yahoo.com,6927532697,Female,37,Kolkata,West Bengal,India,700021,Financial Services,Retail,2024-05-06,2025-12-30,Silver,Valid
CUST0127,Anushka Deshmukh,anushka.deshmukh45@yahoo.com,8043898364,Female,38,Mumbai,Maharashtra,India,400040,Retail,Corporate,2024-09-03,2026-01-27,Gold,Valid
CUST0128,Aarav Gupta,aarav.gupta56@novakart.in,9109104300,Male,38,Indore,Madhya Pradesh,India,452074,Manufacturing,Corporate,2025-05-28,2026-06-24,Platinum,Valid
CUST0129,Rashmi Nambiar,rashmi.nambiar45@yahoo.com,7285691463,Female,43,Mumbai,Maharashtra,India,400041,Retail,Retail,2025-04-09,2026-02-16,Gold,Valid
CUST0131,Shreya Hegde,shreya.hegde13@gmail.com,6491778507,Female,67,Pune,Maharashtra,India,411057,Financial Services,Retail,2024-04-15,2025-11-23,Gold,Valid
CUST0133,Meera Banerjee,meera.banerjee38@yahoo.com,9174451870,Female,61,Lucknow,Uttar Pradesh,India,226035,Financial Services,Corporate,2024-11-07,2025-07-13,Platinum,Valid
CUST0134,Anushka Agarwal,anushka.agarwal79@yahoo.com,6603850506,Female,49,Mangaluru,Karnataka,India,575023,Corporate,Retail,2025-03-05,2025-11-11,Platinum,Valid
CUST0135,Siddharth Nambiar,siddharth.nambiar76@yahoo.com,9191826199,Male,35,Mumbai,Maharashtra,India,400065,Corporate,Wholesale,2024-10-25,2025-07-19,Silver,Valid
CUST0136,Aditi Nambiar,aditi.nambiar44@novakart.in,7912127756,Female,65,Hyderabad,Telangana,India,500078,IT Services,Corporate,2024-11-11,2026-02-28,Silver,Valid
CUST0137,Meera Reddy,meera.reddy99@outlook.com,8213568044,Female,28,Pune,Maharashtra,India,411013,Healthcare,Corporate,2025-07-17,2025-11-21,Gold,Valid
CUST0138,Ramesh Verma,ramesh.verma11@gmail.com,7236519941,Male,69,Bengaluru,Karnataka,India,560018,IT Services,Retail,2024-05-11,2024-08-13,Platinum,Valid
CUST0139,Meera Patel,meera.patel60@novakart.in,9253244720,Female,47,Ahmedabad,Gujarat,India,380092,IT Services,Corporate,2025-07-17,2026-03-19,Gold,Valid
CUST0140,Rohan Iyer,rohan.iyer92@yahoo.com,6657875985,Male,42,Indore,Madhya Pradesh,India,452044,E-Commerce,Retail,2025-09-03,2025-12-24,Silver,Valid
CUST0141,Pranav Patel,pranav.patel84@outlook.com,6334803965,Male,69,Pune,Maharashtra,India,411032,E-Commerce,Retail,2025-12-15,2026-03-16,Platinum,Valid
CUST0142,Tarun Agarwal,tarun.agarwal73@yahoo.com,6103930870,Male,54,Noida,Uttar Pradesh,India,201088,E-Commerce,Retail,2024-06-30,2025-05-27,Silver,Valid
CUST0143,Vihaan Rao,vihaan.rao24@yahoo.com,6569154522,Male,55,Nagpur,Maharashtra,India,440091,E-Commerce,Corporate,2024-06-27,2026-06-21,Platinum,Valid
CUST0144,Neha Bhat,neha.bhat49@novakart.in,7096902959,Female,55,Ahmedabad,Gujarat,India,380091,IT Services,Wholesale,2024-05-24,2025-04-28,Silver,Valid
CUST0145,Karthik Gupta,karthik.gupta95@gmail.com,9043315410,Male,38,Mumbai,Maharashtra,India,400059,IT Services,Corporate,2024-06-19,2025-08-16,Platinum,Valid
CUST0146,Aditi Gupta,aditi.gupta83@novakart.in,7710405411,Female,52,Noida,Uttar Pradesh,India,201031,Manufacturing,Corporate,2024-03-17,2025-09-28,Silver,Valid
CUST0147,Neeraj Chawla,neeraj.chawla65@gmail.com,9201533688,Male,57,Mysuru,Karnataka,India,570094,Corporate,Corporate,2024-04-08,2024-05-28,Gold,Valid
CUST0148,Sunita Chatterjee,sunita.chatterjee10@outlook.com,9310324171,Female,49,Mangaluru,Karnataka,India,575060,Manufacturing,Corporate,2024-09-28,2024-12-30,Gold,Valid
CUST0149,Pooja Gupta,pooja.gupta15@novakart.in,7490211586,Female,42,Ahmedabad,Gujarat,India,380080,Financial Services,Retail,2025-06-19,2026-01-19,Gold,Valid
CUST0150,Sunita Das,sunita.das60@gmail.com,7172233206,Female,33,Delhi,Delhi,India,110097,Financial Services,Corporate,2025-10-04,2025-12-18,Silver,Valid
CUST0151,Tanvi Choudhury,tanvi.choudhury21@gmail.com,8487099861,Female,64,Nagpur,Maharashtra,India,440029,Healthcare,Retail,2025-08-19,2025-10-09,Platinum,Valid
CUST0152,Dev Trivedi,dev.trivedi62@outlook.com,9024629960,Male,36,Indore,Madhya Pradesh,India,452052,Retail,Wholesale,2025-05-01,2025-09-15,Silver,Valid
CUST0153,Ananya Mehta,ananya.mehta45@outlook.com,6324754691,Female,70,Kolkata,West Bengal,India,700066,Manufacturing,Retail,2025-05-11,2026-06-03,Gold,Valid
CUST0154,Sneha Banerjee,sneha.banerjee74@outlook.com,6233030705,Female,68,Kolkata,West Bengal,India,700045,Healthcare,Corporate,2025-02-10,2026-01-01,Gold,Valid
CUST0155,Vihaan Kumar,vihaan.kumar32@novakart.in,8524140602,Male,41,Kolkata,West Bengal,India,700038,Manufacturing,Wholesale,2024-07-30,2025-05-01,Silver,Valid
CUST0156,Bhavna Sharma,bhavna.sharma70@gmail.com,6349446657,Female,67,Mysuru,Karnataka,India,570037,Manufacturing,Corporate,2025-06-17,2026-05-02,Gold,Valid
